Student_ID,Gender,Age,Programming_Skill_Level,Abstraction_Score,Decomposition_Score,Algorithmic_Thinking_Score,Debugging_Score,Pattern_Recognition_Score,Pre_Test_Score,Improvement_Score,Post_Test_Score
S4279,F,8,Intermediate,3,5,4,5,5,62,7,69
S4280,F,35,Beginner,1,1,4,5,4,58,26,84
S4281,M,35,Advanced,1,5,1,4,4,68,12,80
S4282,M,34,Intermediate,5,5,2,5,2,57,4,61
S4283,M,27,Advanced,3,5,1,4,3,69,23,92
S4284,M,16,Beginner,5,5,4,1,4,46,9,55
S4285,F,25,Beginner,4,3,2,1,2,58,26,84
S4286,M,35,Advanced,2,1,4,3,4,44,13,57
S4287,M,34,Advanced,2,5,2,4,3,62,23,85
S4288,F,24,Advanced,5,2,5,5,2,52,8,60
S4289,F,14,Intermediate,2,4,1,3,5,41,16,57
S4290,M,15,Beginner,2,2,4,3,3,63,2,65
S4291,F,7,Advanced,4,2,4,1,1,57,11,68
S4292,M,6,Beginner,3,3,3,5,2,43,11,54
S4293,M,35,Advanced,1,1,5,4,1,43,10,53
S4294,F,21,Beginner,5,3,4,1,2,47,21,68
S4295,F,23,Intermediate,5,1,1,3,5,50,28,78
S4296,M,28,Beginner,4,5,5,2,2,40,3,43
S4297,M,31,Advanced,4,3,4,3,4,67,7,74
S4298,M,22,Beginner,1,4,1,2,1,48,9,57
S4299,F,11,Intermediate,3,1,3,1,1,45,13,58
S4300,M,19,Intermediate,5,3,3,4,2,43,29,72
S4301,M,28,Beginner,4,4,1,5,4,45,0,45
S4302,M,30,Advanced,5,2,5,2,4,52,30,82
S4303,M,20,Intermediate,2,5,1,5,2,68,11,79
S4304,M,19,Intermediate,5,5,1,1,3,61,4,65
S4305,F,29,Beginner,3,2,3,1,5,68,13,81
S4306,M,27,Intermediate,3,3,3,1,2,69,3,72
S4307,M,8,Intermediate,5,2,3,4,4,48,27,75
S4308,M,29,Advanced,2,4,4,2,5,66,16,82
S4309,M,28,Advanced,3,1,4,5,2,53,25,78
S4310,F,24,Advanced,4,3,2,3,5,51,21,72
S4311,F,30,Beginner,5,1,4,1,3,43,30,73
S4312,F,17,Intermediate,2,2,5,5,4,47,25,72
S4313,M,7,Beginner,4,5,5,5,3,56,12,68
S4314,M,8,Intermediate,5,1,3,4,3,61,30,91
S4315,F,23,Intermediate,2,1,1,2,4,44,2,46
S4316,F,34,Intermediate,4,5,3,4,3,42,10,52
S4317,F,6,Advanced,3,1,1,4,2,43,30,73
S4318,M,25,Beginner,5,1,3,5,2,47,10,57
S4319,M,26,Beginner,5,5,3,2,5,55,4,59
S4320,F,34,Intermediate,3,5,5,2,2,50,5,55
S4321,F,11,Beginner,1,2,1,2,2,66,3,69
S4322,F,10,Advanced,4,2,2,1,5,65,9,74
S4323,M,6,Beginner,3,1,2,2,1,66,9,75
S4324,M,24,Intermediate,5,3,3,5,4,69,11,80
S4325,M,6,Advanced,4,2,3,1,2,70,21,91
S4326,F,32,Advanced,4,2,5,3,5,41,22,63
S4327,F,26,Intermediate,1,3,1,4,3,47,17,64
S4328,M,26,Beginner,5,3,3,2,3,46,29,75
S4329,F,21,Intermediate,2,5,2,3,2,40,14,54
S4330,M,17,Beginner,1,2,1,2,4,68,22,90
S4331,F,32,Beginner,1,4,3,4,5,41,22,63
S4332,F,34,Advanced,2,4,1,5,5,62,17,79
S4333,F,27,Intermediate,2,1,5,5,5,66,2,68
S4334,F,13,Advanced,1,2,2,4,5,52,2,54
S4335,M,31,Intermediate,4,4,1,3,5,50,0,50
S4336,F,21,Intermediate,3,2,2,1,4,42,16,58
S4337,M,33,Advanced,3,2,3,1,5,41,9,50
S4338,M,6,Intermediate,1,4,4,2,4,55,26,81
S4339,M,9,Intermediate,4,2,1,4,4,40,5,45
S4340,F,15,Beginner,2,3,2,4,4,46,24,70
S4341,M,16,Intermediate,1,1,1,1,3,42,24,66
S4342,M,22,Intermediate,5,5,3,3,1,61,10,71
S4343,M,30,Advanced,4,4,3,4,2,55,13,68
S4344,F,32,Advanced,5,5,2,5,3,65,16,81
S4345,F,28,Intermediate,5,1,5,5,1,63,27,90
S4346,M,12,Beginner,1,3,1,4,3,45,6,51
S4347,F,17,Beginner,4,3,1,3,4,53,21,74
S4348,M,26,Advanced,5,3,3,5,4,62,3,65
S4349,M,12,Intermediate,4,3,1,3,5,50,10,60
S4350,F,17,Intermediate,3,4,2,1,4,70,18,88
S4351,M,20,Beginner,5,4,4,2,3,61,8,69
S4352,F,7,Beginner,5,2,3,1,2,62,25,87
S4353,F,19,Beginner,4,2,4,2,4,60,20,80
S4354,M,18,Advanced,3,1,1,5,1,64,7,71
S4355,F,9,Intermediate,5,2,5,2,3,58,19,77
S4356,F,19,Advanced,1,1,2,2,1,61,3,64
S4357,M,19,Intermediate,4,1,1,4,5,64,15,79
S4358,M,21,Advanced,4,1,2,2,5,70,5,75
S4359,F,12,Intermediate,5,3,1,4,2,40,5,45
S4360,F,24,Beginner,3,5,1,2,3,60,18,78
S4361,M,7,Beginner,5,5,1,4,2,52,30,82
S4362,F,15,Beginner,2,4,3,5,1,59,1,60
S4363,F,23,Advanced,5,1,4,5,2,48,10,58
S4364,F,34,Beginner,2,3,5,2,1,66,24,90
S4365,F,22,Intermediate,1,2,4,3,2,68,17,85
S4366,F,10,Advanced,4,2,4,5,5,50,8,58
S4367,F,17,Intermediate,4,4,2,1,3,40,27,67
S4368,F,11,Advanced,3,4,3,1,2,52,15,67
S4369,M,27,Intermediate,5,1,3,4,1,59,10,69
S4370,M,14,Intermediate,1,1,1,3,3,40,13,53
S4371,M,25,Advanced,2,2,4,4,5,42,7,49
S4372,M,6,Advanced,3,2,5,2,5,59,26,85
S4373,M,27,Beginner,1,2,2,5,4,56,12,68
S4374,F,20,Beginner,1,2,3,3,3,44,9,53
S4375,F,26,Intermediate,2,5,1,4,2,45,22,67
S4376,F,31,Intermediate,2,1,5,4,5,56,11,67
S4377,F,11,Intermediate,4,1,4,1,2,49,20,69
S4378,M,24,Advanced,5,2,5,2,2,50,28,78
S4379,F,23,Advanced,3,3,3,4,1,52,2,54
S4380,F,11,Beginner,5,2,2,1,2,68,1,69
S4381,M,18,Intermediate,3,4,4,3,4,49,10,59
S4382,F,6,Beginner,1,3,2,4,3,53,23,76
S4383,F,28,Advanced,2,4,5,1,3,67,17,84
S4384,M,28,Advanced,2,3,5,2,1,52,23,75
S4385,F,31,Advanced,1,4,1,5,4,70,20,90
S4386,F,18,Beginner,1,2,4,3,4,67,24,91
S4387,F,12,Advanced,3,2,5,4,3,43,3,46
S4388,F,20,Intermediate,1,3,3,1,4,59,7,66
S4389,F,17,Beginner,3,4,3,4,5,69,28,97
S4390,M,32,Advanced,5,5,2,5,2,56,10,66
S4391,M,31,Beginner,2,3,3,4,2,57,14,71
S4392,M,6,Beginner,2,3,5,4,3,50,22,72
S4393,M,20,Advanced,2,1,3,1,3,49,27,76
S4394,M,9,Advanced,5,3,4,5,4,60,23,83
S4395,M,18,Beginner,5,5,2,3,1,57,20,77
S4396,F,28,Beginner,4,2,4,1,3,58,1,59
S4397,M,32,Advanced,3,4,5,5,3,48,22,70
S4398,M,30,Intermediate,3,1,5,5,3,44,18,62
S4399,F,10,Beginner,4,4,3,4,4,40,14,54
S4400,F,34,Beginner,2,2,1,2,5,44,28,72
S4401,M,7,Intermediate,3,3,1,2,3,42,25,67
S4402,F,28,Advanced,3,5,5,3,5,40,25,65
S4403,M,31,Advanced,2,1,5,4,4,58,25,83
S4404,F,6,Intermediate,1,5,2,2,1,66,30,96
S4405,M,21,Advanced,1,5,5,1,2,45,27,72
S4406,F,28,Advanced,4,5,5,3,2,49,26,75
S4407,F,11,Beginner,5,5,2,4,2,44,25,69
S4408,M,28,Beginner,3,2,4,1,2,51,12,63
S4409,M,21,Beginner,3,5,4,2,4,51,1,52
S4410,M,19,Intermediate,4,5,2,2,2,56,2,58
S4411,M,34,Advanced,4,2,2,2,4,66,29,95
S4412,M,31,Advanced,3,4,4,2,1,41,13,54
S4413,F,8,Beginner,2,2,4,5,3,60,19,79
S4414,M,20,Beginner,2,3,4,3,3,64,25,89
S4415,M,8,Intermediate,5,2,4,3,3,66,12,78
S4416,F,28,Advanced,3,4,3,2,4,53,26,79
S4417,F,34,Intermediate,3,3,2,3,4,51,22,73
S4418,M,7,Advanced,3,3,1,1,4,67,25,92
S4419,F,6,Intermediate,3,1,3,1,1,52,15,67
S4420,F,14,Beginner,4,5,1,3,5,44,30,74
S4421,M,14,Intermediate,1,3,1,2,4,44,11,55
S4422,F,28,Intermediate,3,3,5,4,4,56,0,56
S4423,F,12,Beginner,1,4,2,2,3,44,5,49
S4424,M,8,Advanced,2,3,3,5,2,63,12,75
S4425,M,31,Advanced,5,4,2,4,2,64,21,85
S4426,F,23,Beginner,2,5,4,5,1,65,23,88
S4427,F,16,Intermediate,3,1,2,3,2,58,1,59
S4428,M,12,Intermediate,2,1,1,5,5,43,17,60
S4429,F,14,Intermediate,4,5,4,3,3,46,16,62
S4430,F,6,Advanced,1,5,2,5,1,62,18,80
S4431,F,34,Intermediate,3,2,2,4,2,56,22,78
S4432,M,19,Advanced,4,3,1,5,2,50,14,64
S4433,F,25,Intermediate,1,3,4,2,3,45,7,52
S4434,F,11,Beginner,4,3,1,3,1,52,22,74
S4435,M,12,Beginner,2,4,2,1,3,51,8,59
S4436,F,15,Advanced,3,2,3,5,1,69,30,99
S4437,F,12,Advanced,2,3,3,3,2,64,7,71
S4438,M,31,Beginner,5,4,5,1,3,44,7,51
S4439,M,7,Beginner,3,4,3,3,3,63,10,73
S4440,M,35,Intermediate,2,1,4,3,5,66,17,83
S4441,M,9,Beginner,3,4,5,1,3,49,16,65
S4442,F,26,Advanced,1,5,4,1,1,50,21,71
S4443,F,35,Beginner,3,4,3,4,5,48,22,70
S4444,M,33,Advanced,3,5,3,5,3,65,5,70
S4445,M,22,Advanced,1,5,2,5,3,65,22,87
S4446,F,6,Intermediate,2,1,4,3,5,52,23,75
S4447,M,15,Intermediate,3,1,1,2,2,42,1,43
S4448,F,24,Intermediate,4,4,2,2,3,56,0,56
S4449,M,20,Intermediate,3,1,4,3,4,69,9,78
S4450,F,15,Beginner,2,1,5,4,2,69,7,76
S4451,M,24,Intermediate,1,3,4,1,3,57,15,72
S4452,M,17,Beginner,2,4,5,3,2,44,23,67
S4453,F,29,Intermediate,5,4,5,5,1,55,13,68
S4454,M,21,Intermediate,3,4,3,2,2,69,23,92
S4455,F,14,Advanced,3,1,1,2,5,65,15,80
S4456,F,20,Beginner,1,1,4,2,3,62,13,75
S4457,F,35,Advanced,3,5,1,4,2,55,25,80
S4458,F,32,Intermediate,4,2,5,5,4,50,6,56
S4459,F,33,Beginner,4,2,3,4,1,61,17,78
S4460,M,22,Intermediate,2,2,1,1,1,43,19,62
S4461,M,19,Advanced,1,3,2,3,2,70,8,78
S4462,F,32,Beginner,5,1,5,3,5,48,23,71
S4463,M,23,Advanced,2,5,2,2,1,54,3,57
S4464,F,31,Intermediate,1,5,1,2,2,51,23,74
S4465,M,7,Intermediate,1,2,1,1,2,66,25,91
S4466,M,9,Intermediate,2,3,1,4,1,55,28,83
S4467,M,23,Beginner,2,3,4,5,2,43,15,58
S4468,M,12,Advanced,3,2,5,1,2,42,21,63
S4469,F,18,Advanced,5,2,5,3,4,66,10,76
S4470,F,20,Intermediate,4,1,5,3,2,60,8,68
S4471,M,30,Advanced,3,3,4,4,2,70,16,86
S4472,M,28,Beginner,1,5,1,1,5,43,21,64
S4473,F,33,Intermediate,5,2,1,5,1,41,10,51
S4474,M,27,Intermediate,5,1,2,1,5,58,19,77
S4475,F,31,Intermediate,2,5,4,1,3,46,2,48
S4476,F,6,Beginner,5,3,3,4,5,67,20,87
S4477,F,16,Intermediate,5,2,4,5,3,41,25,66
S4478,M,15,Intermediate,1,2,2,3,3,40,10,50
S4479,F,30,Intermediate,3,1,2,2,5,57,7,64
S4480,M,10,Intermediate,5,1,2,5,4,67,30,97
S4481,F,21,Advanced,2,3,1,3,5,47,26,73
S4482,M,16,Intermediate,3,2,3,4,1,47,9,56
S4483,M,26,Beginner,2,1,2,5,5,67,5,72
S4484,M,11,Intermediate,5,2,5,5,4,49,16,65
S4485,F,14,Intermediate,3,3,1,3,5,57,5,62
S4486,F,18,Advanced,5,2,3,3,4,61,6,67
S4487,M,29,Intermediate,1,5,5,1,1,66,12,78
S4488,M,13,Advanced,3,2,3,1,2,67,5,72
S4489,M,19,Beginner,2,4,3,5,4,50,2,52
S4490,F,29,Advanced,1,4,5,2,4,66,26,92
S4491,F,6,Intermediate,4,3,4,4,4,62,24,86
S4492,F,22,Beginner,2,3,3,3,1,40,12,52
S4493,F,29,Intermediate,5,3,4,1,3,46,9,55
S4494,M,10,Advanced,2,5,3,4,4,67,25,92
S4495,M,30,Beginner,4,5,5,5,1,66,3,69
S4496,F,7,Beginner,2,2,3,3,2,47,4,51
S4497,F,30,Advanced,1,1,2,3,4,64,20,84
S4498,M,33,Advanced,2,4,2,1,3,53,18,71
S4499,F,35,Beginner,3,4,3,2,1,63,27,90
S4500,F,29,Beginner,4,4,5,3,2,58,17,75
S4501,F,14,Advanced,2,2,5,2,3,47,23,70
S4502,F,9,Intermediate,4,2,1,4,2,58,6,64
S4503,F,22,Beginner,1,3,5,3,3,61,20,81
S4504,F,22,Advanced,3,1,4,3,5,43,28,71
S4505,M,26,Intermediate,5,3,3,2,5,62,0,62
S4506,F,23,Beginner,2,2,2,1,5,63,25,88
S4507,F,21,Beginner,1,5,5,5,2,49,16,65
S4508,M,35,Advanced,4,3,2,4,5,61,23,84
S4509,M,13,Intermediate,4,2,1,3,1,49,19,68
S4510,M,31,Beginner,1,2,3,1,1,43,28,71
S4511,F,16,Intermediate,2,5,5,3,5,47,19,66
S4512,M,26,Intermediate,5,5,2,4,3,46,29,75
S4513,F,26,Beginner,2,5,5,5,3,65,24,89
S4514,F,23,Intermediate,3,1,1,3,2,54,17,71
S4515,F,28,Beginner,2,2,2,2,3,47,4,51
S4516,M,34,Intermediate,3,5,2,1,4,68,21,89
S4517,M,29,Beginner,4,1,3,5,3,49,5,54
S4518,M,15,Advanced,3,4,3,3,1,46,9,55
S4519,M,18,Beginner,5,4,2,5,3,69,27,96
S4520,M,22,Beginner,1,4,3,2,2,58,29,87
S4521,F,23,Beginner,3,2,2,3,3,42,18,60
S4522,F,15,Intermediate,2,1,4,5,2,48,9,57
S4523,F,21,Advanced,3,1,5,3,4,55,5,60
S4524,F,25,Intermediate,4,4,4,3,5,53,9,62
S4525,M,10,Intermediate,3,3,4,5,4,46,9,55
S4526,M,18,Beginner,5,4,5,3,1,51,20,71
S4527,F,23,Intermediate,3,2,2,2,4,40,11,51
S4528,M,22,Beginner,5,4,2,5,4,55,23,78
S4529,M,14,Advanced,2,4,3,5,1,42,3,45
S4530,F,19,Intermediate,4,1,1,2,1,66,12,78
S4531,F,22,Intermediate,1,4,2,2,5,40,25,65
S4532,M,34,Intermediate,2,5,5,2,5,45,9,54
S4533,M,9,Beginner,2,5,1,3,3,68,15,83
S4534,F,23,Beginner,1,3,5,3,2,41,18,59
S4535,F,32,Intermediate,3,2,5,4,1,46,5,51
S4536,F,25,Intermediate,3,2,5,3,4,47,25,72
S4537,M,29,Advanced,3,1,1,2,4,70,29,99
S4538,F,29,Advanced,4,2,4,4,5,52,8,60
S4539,F,20,Advanced,2,3,5,2,2,68,13,81
S4540,M,16,Advanced,5,5,3,1,1,55,23,78
S4541,M,17,Advanced,1,1,2,5,5,68,9,77
S4542,M,14,Beginner,2,5,2,1,2,70,7,77
S4543,M,18,Advanced,3,3,2,2,1,61,2,63
S4544,M,20,Advanced,1,1,1,3,4,60,16,76
S4545,F,32,Intermediate,5,4,3,5,4,49,18,67
S4546,F,20,Beginner,2,2,3,3,5,43,29,72
S4547,M,33,Advanced,2,3,3,3,2,64,2,66
S4548,M,10,Advanced,4,1,3,5,4,63,13,76
S4549,M,28,Advanced,2,5,3,5,2,60,27,87
S4550,M,24,Intermediate,2,1,4,1,5,52,5,57
S4551,M,31,Intermediate,5,4,3,2,3,56,28,84
S4552,F,25,Intermediate,5,3,3,3,2,47,18,65
S4553,F,31,Advanced,1,1,1,2,2,47,17,64
S4554,F,30,Intermediate,3,3,1,2,5,62,11,73
S4555,F,31,Advanced,5,3,3,4,3,46,14,60
S4556,M,31,Beginner,1,5,4,1,4,63,24,87
S4557,F,19,Advanced,2,2,3,3,1,40,5,45
S4558,M,33,Intermediate,1,4,3,5,5,54,20,74
S4559,M,22,Beginner,1,1,3,5,1,54,11,65
S4560,M,23,Advanced,1,2,5,2,3,67,18,85
S4561,F,26,Beginner,1,5,4,1,3,58,6,64
S4562,M,8,Beginner,5,2,2,1,2,43,22,65
S4563,F,7,Beginner,3,3,3,3,1,66,19,85
S4564,F,6,Advanced,1,3,2,3,1,45,9,54
S4565,M,15,Intermediate,4,4,4,2,3,49,17,66
S4566,M,24,Advanced,2,1,3,2,1,70,1,71
S4567,M,22,Intermediate,2,1,2,2,4,51,12,63
S4568,F,17,Advanced,2,5,2,4,3,65,14,79
S4569,M,6,Advanced,2,4,4,1,2,64,27,91
S4570,F,17,Advanced,2,1,3,2,2,43,23,66
S4571,M,22,Intermediate,1,3,5,1,2,45,3,48
S4572,M,29,Advanced,3,4,4,5,1,64,6,70
S4573,F,8,Beginner,4,2,5,5,3,53,2,55
S4574,F,16,Advanced,5,4,3,1,2,69,24,93
S4575,F,22,Beginner,4,4,2,5,3,52,15,67
S4576,F,28,Intermediate,5,1,4,5,1,64,25,89
S4577,F,31,Intermediate,5,5,4,5,4,70,8,78
S4578,F,8,Advanced,4,5,4,3,4,61,22,83
S4579,M,13,Advanced,1,1,1,3,4,60,22,82
S4580,M,25,Advanced,2,1,3,1,1,42,16,58
S4581,F,9,Beginner,1,1,1,1,2,60,25,85
S4582,M,26,Intermediate,2,5,4,4,1,54,7,61
S4583,F,27,Beginner,3,1,4,3,3,42,17,59
S4584,M,12,Beginner,5,2,5,1,4,44,23,67
S4585,M,19,Advanced,4,2,1,3,3,52,26,78
S4586,F,19,Advanced,3,3,2,4,1,65,12,77
S4587,F,9,Beginner,2,2,3,1,5,65,1,66
S4588,F,21,Beginner,1,4,2,1,5,54,0,54
S4589,M,29,Advanced,4,3,2,1,1,56,15,71
S4590,F,34,Advanced,5,2,3,1,2,45,15,60
S4591,M,27,Beginner,3,4,4,2,3,62,30,92
S4592,F,35,Advanced,5,2,5,3,1,57,10,67
S4593,M,6,Advanced,2,4,4,3,1,42,23,65
S4594,M,22,Beginner,5,1,4,3,5,65,3,68
S4595,F,30,Beginner,1,4,1,4,4,48,30,78
S4596,M,15,Intermediate,3,1,2,2,4,47,10,57
S4597,M,27,Beginner,3,4,2,3,2,59,25,84
S4598,F,21,Advanced,1,4,2,3,2,50,30,80
S4599,M,21,Beginner,5,2,5,1,2,67,5,72
S4600,F,31,Beginner,1,4,5,1,5,63,25,88
S4601,F,13,Beginner,4,2,5,1,1,50,28,78
S4602,F,34,Intermediate,1,4,3,3,2,47,10,57
S4603,F,12,Intermediate,5,5,5,1,5,69,25,94
S4604,M,33,Advanced,1,3,1,3,3,61,0,61
S4605,M,11,Intermediate,2,2,1,4,1,69,8,77
S4606,M,21,Beginner,1,2,4,4,3,40,26,66
S4607,F,25,Intermediate,1,1,4,5,4,41,6,47
S4608,M,21,Beginner,5,5,4,2,4,59,20,79
S4609,M,12,Intermediate,4,1,4,1,1,43,21,64
S4610,F,14,Intermediate,4,5,1,1,2,41,2,43
S4611,F,19,Intermediate,5,5,4,2,1,64,28,92
S4612,M,16,Beginner,5,4,1,2,2,41,8,49
S4613,F,31,Intermediate,5,1,5,5,4,52,1,53
S4614,F,31,Beginner,2,3,5,2,1,68,27,95
S4615,F,19,Beginner,3,5,3,3,1,61,9,70
S4616,F,12,Advanced,1,5,4,1,2,60,16,76
S4617,M,6,Intermediate,5,2,5,2,4,59,29,88
S4618,F,31,Advanced,5,4,5,3,4,45,30,75
S4619,F,30,Advanced,5,3,2,2,2,43,0,43
S4620,F,18,Beginner,4,5,2,3,2,64,25,89
S4621,F,25,Intermediate,5,2,1,4,2,66,17,83
S4622,F,8,Beginner,1,1,3,3,4,65,5,70
S4623,F,25,Beginner,5,5,2,5,4,54,5,59
S4624,F,9,Intermediate,1,2,3,3,1,62,8,70
S4625,F,34,Beginner,2,1,5,2,4,70,9,79
S4626,M,31,Intermediate,3,4,1,4,3,42,14,56
S4627,F,16,Intermediate,4,1,3,4,3,67,3,70
S4628,M,7,Beginner,1,5,2,3,2,65,7,72
S4629,F,19,Beginner,2,3,5,2,2,43,3,46
S4630,F,17,Advanced,3,1,4,4,2,56,2,58
S4631,F,35,Beginner,3,3,5,3,1,45,3,48
S4632,F,22,Intermediate,3,3,2,3,3,41,0,41
S4633,M,17,Advanced,1,1,2,3,3,59,8,67
S4634,F,31,Intermediate,2,4,4,4,4,52,10,62
S4635,F,17,Advanced,5,1,5,1,3,54,30,84
S4636,M,6,Beginner,2,2,3,2,4,44,20,64
S4637,M,18,Beginner,2,3,3,5,1,67,22,89
S4638,F,19,Beginner,2,5,5,5,2,63,18,81
S4639,M,29,Intermediate,1,3,3,2,2,58,20,78
S4640,M,35,Advanced,1,5,5,1,4,45,28,73
S4641,M,7,Intermediate,1,2,5,2,5,56,25,81
S4642,F,17,Advanced,2,2,2,3,4,64,29,93
S4643,F,31,Beginner,1,2,1,2,1,70,19,89
S4644,F,26,Intermediate,3,1,2,2,3,67,6,73
S4645,M,33,Beginner,1,3,3,4,4,40,4,44
S4646,F,21,Intermediate,4,5,1,5,1,41,1,42
S4647,M,9,Beginner,1,2,5,5,2,40,18,58
S4648,F,13,Intermediate,1,2,3,3,5,47,23,70
S4649,F,7,Intermediate,1,5,4,3,5,68,2,70
S4650,M,15,Advanced,1,3,3,4,4,43,14,57
S4651,F,14,Beginner,4,3,1,3,3,57,6,63
S4652,M,28,Advanced,5,5,1,1,4,62,4,66
S4653,M,20,Advanced,1,4,5,4,5,63,22,85
S4654,F,18,Beginner,3,3,4,4,5,48,9,57
S4655,M,28,Intermediate,4,5,5,2,2,54,8,62
S4656,F,22,Advanced,5,5,4,2,3,55,22,77
S4657,F,35,Beginner,1,2,4,1,3,60,13,73
S4658,M,21,Intermediate,5,5,5,4,5,69,21,90
S4659,F,33,Advanced,3,1,3,4,5,42,27,69
S4660,M,7,Advanced,4,2,2,2,4,40,12,52
S4661,F,25,Advanced,4,2,4,5,4,70,0,70
S4662,F,25,Intermediate,5,3,1,5,2,63,15,78
S4663,F,32,Advanced,1,4,5,2,5,52,19,71
S4664,F,19,Intermediate,2,3,3,3,4,53,7,60
S4665,F,8,Advanced,4,1,4,4,2,45,16,61
S4666,M,28,Beginner,2,2,3,1,3,44,5,49
S4667,M,17,Advanced,4,2,5,5,5,68,1,69
S4668,M,13,Beginner,1,5,1,3,1,62,30,92
S4669,M,7,Beginner,1,4,4,4,5,44,12,56
S4670,M,9,Beginner,4,4,4,3,4,66,24,90
S4671,M,19,Intermediate,5,5,3,4,5,43,7,50
S4672,F,21,Beginner,1,1,5,4,1,60,24,84
S4673,F,24,Advanced,1,4,2,2,5,51,8,59
S4674,M,7,Intermediate,3,2,4,2,4,53,29,82
S4675,M,17,Beginner,1,1,1,1,3,66,12,78
S4676,F,34,Intermediate,3,3,4,1,4,62,17,79
S4677,F,19,Intermediate,1,3,4,3,2,53,17,70
S4678,F,11,Intermediate,1,1,2,2,4,50,8,58
S4679,M,18,Advanced,5,2,2,4,2,61,1,62
S4680,M,9,Beginner,5,3,5,2,5,49,3,52
S4681,M,27,Intermediate,1,2,4,4,2,49,17,66
S4682,F,23,Intermediate,4,5,4,2,5,68,16,84
S4683,F,17,Intermediate,4,4,3,4,2,67,11,78
S4684,M,25,Beginner,1,1,3,3,4,69,15,84
S4685,M,32,Intermediate,4,4,1,2,1,66,12,78
S4686,F,27,Intermediate,1,5,1,5,5,48,10,58
S4687,F,35,Advanced,5,3,3,5,2,65,13,78
S4688,F,26,Beginner,2,2,1,4,1,41,9,50
S4689,F,24,Advanced,3,2,4,3,2,53,22,75
S4690,M,13,Beginner,4,5,2,4,2,46,27,73
S4691,F,12,Beginner,4,1,4,3,2,56,26,82
S4692,F,21,Beginner,5,4,3,1,4,63,20,83
S4693,F,24,Advanced,4,3,5,2,2,59,18,77
S4694,M,11,Advanced,1,1,5,3,1,47,23,70
S4695,M,25,Advanced,1,5,3,4,2,63,20,83
S4696,F,32,Advanced,2,5,4,1,3,59,16,75
S4697,F,26,Intermediate,2,2,1,4,5,43,8,51
S4698,F,16,Intermediate,2,3,1,5,4,44,13,57
S4699,M,10,Intermediate,1,1,5,5,3,52,29,81
S4700,M,21,Beginner,2,2,3,2,3,46,4,50
S4701,M,12,Intermediate,2,3,3,2,1,45,2,47
S4702,F,32,Beginner,1,4,2,1,1,56,21,77
S4703,M,10,Advanced,5,4,5,5,4,45,7,52
S4704,F,16,Beginner,4,2,3,3,4,58,17,75
S4705,F,20,Beginner,3,1,2,5,5,64,26,90
S4706,F,8,Intermediate,1,3,1,2,2,42,29,71
S4707,M,31,Advanced,1,4,5,4,4,48,2,50
S4708,F,10,Advanced,3,4,5,1,4,60,22,82
S4709,M,28,Intermediate,3,1,3,5,2,67,1,68
S4710,M,26,Advanced,2,2,3,3,5,65,26,91
S4711,F,10,Advanced,3,5,4,3,1,54,10,64
S4712,F,14,Advanced,4,3,1,3,5,47,27,74
S4713,M,20,Intermediate,4,4,1,1,2,64,4,68
S4714,F,8,Advanced,4,5,2,3,1,64,24,88
S4715,M,34,Beginner,4,1,2,3,1,62,29,91
S4716,F,11,Beginner,4,2,4,5,1,65,6,71
S4717,M,22,Advanced,2,3,1,1,5,54,29,83
S4718,M,31,Intermediate,1,1,2,4,2,40,13,53
S4719,M,26,Intermediate,3,2,1,4,5,47,28,75
S4720,M,13,Intermediate,1,1,1,3,5,62,18,80
S4721,F,26,Advanced,3,4,2,2,3,43,1,44
S4722,F,30,Advanced,2,4,3,1,4,61,25,86
S4723,M,16,Beginner,2,5,3,2,5,49,8,57
S4724,M,11,Intermediate,5,1,2,1,3,55,24,79
S4725,F,13,Beginner,5,4,4,1,2,57,24,81
S4726,F,15,Beginner,2,2,5,5,3,43,9,52
S4727,F,29,Intermediate,2,5,1,3,5,47,18,65
S4728,F,34,Advanced,3,3,5,5,2,43,16,59
S4729,F,8,Advanced,2,1,2,2,3,49,24,73
S4730,F,28,Beginner,1,4,1,2,5,59,6,65
S4731,M,19,Beginner,3,2,5,4,2,69,17,86
S4732,F,28,Beginner,2,1,3,5,2,43,5,48
S4733,F,19,Beginner,3,2,4,5,4,55,26,81
S4734,M,15,Intermediate,3,5,5,5,5,69,8,77
S4735,F,17,Beginner,4,4,4,4,4,51,7,58
S4736,F,11,Beginner,5,4,3,5,2,49,26,75
S4737,F,17,Advanced,3,5,5,5,2,64,27,91
S4738,F,28,Advanced,3,2,2,5,3,50,21,71
S4739,F,19,Advanced,4,1,1,5,4,41,21,62
S4740,M,7,Intermediate,2,2,3,2,1,55,23,78
S4741,F,14,Intermediate,3,1,4,3,5,62,8,70
S4742,M,15,Advanced,4,5,4,2,4,58,23,81
S4743,M,31,Advanced,1,3,3,5,2,51,0,51
S4744,F,22,Beginner,4,1,2,1,3,43,30,73
S4745,M,22,Beginner,5,4,2,1,5,56,1,57
S4746,F,8,Intermediate,5,4,4,4,5,51,21,72
S4747,M,35,Intermediate,2,4,3,2,3,70,23,93
S4748,M,24,Beginner,2,2,3,4,2,55,30,85
S4749,F,6,Advanced,5,2,1,4,1,42,3,45
S4750,F,17,Beginner,5,2,4,1,3,41,27,68
S4751,F,12,Intermediate,3,4,2,2,1,65,19,84
